id,index_number,status,case_title,plaintiff,defendant,court,case_type,filing_date,wage_theft_reason,search_keyword,source_url
280,090738/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs LCJ MANAGEMENT & STAFFING INC,Workers' Compensation Board of the State of New York vs LCJ MANAGEMENT & STAFFING INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,02/27/2020,keyword: 'compensation',Staffing,DocumentList?docketId=WNCHs4ivTDnI2McchVTAAQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
281,090801/2013,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - EXPERIENCED MEDICAL STAFFING INC,Workers' Compensation Board of the State of New York,EXPERIENCED MEDICAL STAFFING INC,Kings County Supreme Court Workers Comp App for Judgement,,09/20/2013,keyword: 'compensation',Staffing,DocumentList?docketId=RvsDLHU5lCT5EmoclCCRXw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
282,090871/2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs AV PRO STAFFING CORP,Workers' Compensation Board of the State of New York vs AV PRO STAFFING CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,11/14/2019,keyword: 'compensation',Staffing,DocumentList?docketId=L8pXVL_PLUS_MqaAZMXxRUUv/Qw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
283,090983/2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BSD MEDICAL STAFFING LLC,Workers' Compensation Board of the State of New York vs BSD MEDICAL STAFFING LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,11/28/2019,keyword: 'compensation',Staffing,DocumentList?docketId=1lbQ5UtYphNPJEvmqW3UnA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
284,091107/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs PULSE STAFFING NEW YORK INC,Workers' Compensation Board of the State of New York vs PULSE STAFFING NEW YORK INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,03/27/2025,keyword: 'compensation',Staffing,DocumentList?docketId=S6NIwOLVfUrsy8b0Ys2mxw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
285,091292/2010,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - THE METRO STAFFING LEAGUE INC,Workers' Compensation Board of the State of New York,THE METRO STAFFING LEAGUE INC,Kings County Supreme Court Workers Comp App for Judgement,,12/08/2010,keyword: 'compensation',Staffing,DocumentList?docketId=Q5wTXnpeM0pIn2dk8vE5xg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
286,091362/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs PATRIOT STAFFING INC,Workers' Compensation Board of the State of New York vs PATRIOT STAFFING INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,06/20/2024,keyword: 'compensation',Staffing,DocumentList?docketId=jGK0xH8iwbHONYpX29YWEQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
287,091440/2008,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York vs DEPENDABLE STAFFING SERVICES INC,Workers' Compensation Board of the State of New York vs DEPENDABLE STAFFING SERVICES INC,,Kings County Supreme Court Workers Comp App for Judgement,,11/03/2008,keyword: 'compensation',Staffing,DocumentList?docketId=CqljQ1nlq6wuFqZ_PLUS_Rr5Qyg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
288,091442/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs KESEF STAFFING LLC,Workers' Compensation Board of the State of New York vs KESEF STAFFING LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,09/21/2017,keyword: 'compensation',Staffing,DocumentList?docketId=PbqHXM3QBC8rfpxFV/OXLQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
289,091443/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs 123 FITNESS STAFFING CORP,Workers' Compensation Board of the State of New York vs 123 FITNESS STAFFING CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,09/21/2017,keyword: 'compensation',Staffing,DocumentList?docketId=xEp6p3cWOe2klancyY5WSQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
290,091460/2008,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York vs RELIABLE STAFFING INC,Workers' Compensation Board of the State of New York vs RELIABLE STAFFING INC,,Kings County Supreme Court Workers Comp App for Judgement,,11/03/2008,keyword: 'compensation',Staffing,DocumentList?docketId=lMwSZ5CJ1mA6fVR0dWll7A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
291,092041/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs GREYLINE STAFFING SERVICES LLC,Workers' Compensation Board of the State of New York vs GREYLINE STAFFING SERVICES LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,11/09/2023,keyword: 'compensation',Staffing,DocumentList?docketId=edw_PLUS_rNy_PLUS_qE3m6uV6ZMLsYg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
292,092211/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs METROLIGHT STAFFING AGENCY LLC,Workers' Compensation Board of the State of New York vs METROLIGHT STAFFING AGENCY LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,12/21/2023,keyword: 'compensation',Staffing,DocumentList?docketId=in0jt8L8dp69BpFeIr27Rw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
293,092218/2009,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York vs SUPERIOR CARE STAFFING INC,Workers' Compensation Board of the State of New York vs SUPERIOR CARE STAFFING INC,,Kings County Supreme Court Workers Comp App for Judgement,,09/24/2009,keyword: 'compensation',Staffing,DocumentList?docketId=0NYIQhqBXxMBYMXUxMjLBQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
294,092254/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs CHILD CARE STAFFING INC,Workers' Compensation Board of the State of New York vs CHILD CARE STAFFING INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,12/21/2017,keyword: 'compensation',Staffing,DocumentList?docketId=fQz7Z0NTI5oPhi4eCDAzUg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
295,092255/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs WILLIAM D STAFFING LLC,Workers' Compensation Board of the State of New York vs WILLIAM D STAFFING LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,09/02/2021,keyword: 'compensation',Staffing,DocumentList?docketId=tmPFK7qqmwAaM6awauWnQg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
296,092544/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs LANDAUS STAFFING INC,Workers' Compensation Board of the State of New York vs LANDAUS STAFFING INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,10/21/2021,keyword: 'compensation',Staffing,DocumentList?docketId=9QtJpHfEu/NHFruQUnqtQg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
297,095465/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs DORAL MEDICAL STAFFING AGENCY LLC,Workers' Compensation Board of the State of New York vs DORAL MEDICAL STAFFING AGENCY LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,11/20/2025,keyword: 'compensation',Staffing,DocumentList?docketId=ddMQbJNtYQNIckYM0x/OOQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
298,096173/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs METROLIGHT STAFFING AGENCY LLC,Workers' Compensation Board of the State of New York vs METROLIGHT STAFFING AGENCY LLC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,12/25/2025,keyword: 'compensation',Staffing,DocumentList?docketId=yA57HfrDRjilawCO1ZVh3w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
299,096190/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. REGAL STAFFING LLC,Workers' Compensation Board of the State of New York,REGAL STAFFING LLC,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,12/26/2025,keyword: 'compensation',Staffing,DocumentList?docketId=tj8Sd4dqUcgIqb2lijNS9A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=7
300,102624/2008,Waiting for Consent Disposed,"THE INJURED WORKERS INSURANCE FUND - v. - ROCKLAND STAFFING, INC., JOHN C. DASKALIS and JOHN E. RODRIGUEZ",THE INJURED WORKERS INSURANCE FUND,"ROCKLAND STAFFING, INC., JOHN C. DASKALIS and JOHN E. RODRIGUEZ",New York County Supreme Court Tort,,08/19/2011,keyword: 'worker',Staffing,DocumentList?docketId=2svh6lvYLF_PLUS_bwQl6zG/VqA==&display=all&courtType=New York County Supreme Court&resultsPageNum=8
301,118770-2018,Partial Participation Recorded Pre-RJI,TVT Capital LLC - v. - EMPLOYER SOLUTIONS STAFFING GROUP LLC et al,TVT Capital LLC,EMPLOYER SOLUTIONS STAFFING GROUP LLC et al,Ontario County Supreme Court Commercial - Contract,,06/27/2018,keyword: 'employ',Staffing,DocumentList?docketId=xOZh81h0Qkzp64hubBTFYQ==&display=all&courtType=Ontario County Supreme Court&resultsPageNum=8
302,118772-2018,Partial Participation Recorded Pre-RJI,"TVT Capital, LLC - v. - EMPLOYER SOLUTIONS STAFFING GROUP LLC et al","TVT Capital, LLC",EMPLOYER SOLUTIONS STAFFING GROUP LLC et al,Ontario County Supreme Court Commercial - Contract,,06/27/2018,keyword: 'employ',Staffing,DocumentList?docketId=nE1l6VfZMgTiYragXcycog==&display=all&courtType=Ontario County Supreme Court&resultsPageNum=8
303,120026-2018,Partial Participation Recorded Pre-RJI,ACCEL CAPITAL INC - v. - HYBRID PAYROLL LLC et al,ACCEL CAPITAL INC,HYBRID PAYROLL LLC et al,Ontario County Supreme Court Commercial - Contract,,09/06/2018,keyword: 'pay',Staffing,DocumentList?docketId=A7tDciBD0EzJu2NgtdpblQ==&display=all&courtType=Ontario County Supreme Court&resultsPageNum=8
304,155440/2015,Full Participation Recorded Pre-RJI,"ATI STAFFING SOLUTIONS, LLC - v. - AIG EMPLOYEE SERVICES, INC.","ATI STAFFING SOLUTIONS, LLC","AIG EMPLOYEE SERVICES, INC.",New York County Supreme Court Contract (Non-Commercial),,06/02/2015,keyword: 'employ',Staffing,DocumentList?docketId=QixgXmigX8SgCrsg/bourQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=13
305,2025-00023771,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. CELERES STAFFING LLC,Workers' Compensation Board of the State of New York,CELERES STAFFING LLC,Clinton County Supreme Court Other Matters - Workers Comp App for Judgment,,01/02/2025,keyword: 'compensation',Staffing,DocumentList?docketId=4JJcESR4eOjaqpKHT01RdQ==&display=all&courtType=Clinton County Supreme Court&resultsPageNum=18
306,450035/2010,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - PROFESSIONAL STAFFING PERSONNEL LLC,Workers' Compensation Board of the State of New York,PROFESSIONAL STAFFING PERSONNEL LLC,New York County Supreme Court Workers Comp App for Judgement,,01/15/2010,keyword: 'compensation',Staffing,DocumentList?docketId=7u5mr6Jn2eC/0yGD3U1KsQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=19
307,450076/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SL STAFFING LLC,Workers' Compensation Board of the State of New York vs SL STAFFING LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,01/02/2020,keyword: 'compensation',Staffing,DocumentList?docketId=wytNj9amVXFCxl9VjcBQFA==&display=all&courtType=New York County Supreme Court&resultsPageNum=19
308,450082/2010,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - ONCALL MEDICAL STAFFING CORP,Workers' Compensation Board of the State of New York,ONCALL MEDICAL STAFFING CORP,New York County Supreme Court Workers Comp App for Judgement,,01/21/2010,keyword: 'compensation',Staffing,DocumentList?docketId=prl90fjJZamTginAipn/Pg==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
309,450101/2010,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - DISTRIBUTED TECHNOLOGY STAFFING INC,Workers' Compensation Board of the State of New York,DISTRIBUTED TECHNOLOGY STAFFING INC,New York County Supreme Court Workers Comp App for Judgement,,01/28/2010,keyword: 'compensation',Staffing,DocumentList?docketId=8foxKjh3mNghvwbUPX8ujQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
310,450158/2012,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - STEWART STAFFING SUPPORT INC,Workers' Compensation Board of the State of New York,STEWART STAFFING SUPPORT INC,New York County Supreme Court Workers Comp App for Judgement,,02/07/2012,keyword: 'compensation',Staffing,DocumentList?docketId=77Rb1EDT5MJDVJHfGjFjow==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
311,450191/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs LADY OF LOURDES HOME CARE & MEDICAL STAFFING INC,Workers' Compensation Board of the State of New York vs LADY OF LOURDES HOME CARE & MEDICAL STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,01/15/2008,keyword: 'compensation',Staffing,DocumentList?docketId=wsuMrhz9Nnkzz_PLUS_3TMrl/nA==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
312,450234/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - DELPHI STRATEGIC STAFFING LLC,Workers' Compensation Board of the State of New York,DELPHI STRATEGIC STAFFING LLC,New York County Supreme Court Workers Comp App for Judgement,,01/12/2017,keyword: 'compensation',Staffing,DocumentList?docketId=G9EV7Osb/dauYiTu/2IbZw==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
313,450262/2007,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs DISCOVERY STAFFING INC,Workers' Compensation Board of the State of New York vs DISCOVERY STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,07/23/2007,keyword: 'compensation',Staffing,DocumentList?docketId=uaTetVRxouRYxodQkxBrsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
314,450267/2013,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - THE STAFFING AUTHORITY LLC,Workers' Compensation Board of the State of New York,THE STAFFING AUTHORITY LLC,New York County Supreme Court Workers Comp App for Judgement,,02/15/2013,keyword: 'compensation',Staffing,DocumentList?docketId=cSTE5T9KJX7cJDfbUVvPCw==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
315,450277/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs BRUCE PHILLIPS STAFFING INC,Workers' Compensation Board of the State of New York vs BRUCE PHILLIPS STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,02/04/2009,keyword: 'compensation',Staffing,DocumentList?docketId=8dNB_PLUS_qhQhtxlCeIyu9vmkA==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
316,450282/2013,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - SEGUE STAFFING,Workers' Compensation Board of the State of New York,SEGUE STAFFING,New York County Supreme Court Workers Comp App for Judgement,,02/15/2013,keyword: 'compensation',Staffing,DocumentList?docketId=M5w8Lc4tZbE9gybjivI72Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
317,450283/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - COMPREHENSIVE STAFFING SOLUTIONS LLC,Workers' Compensation Board of the State of New York,COMPREHENSIVE STAFFING SOLUTIONS LLC,New York County Supreme Court Workers Comp App for Judgement,,01/12/2017,keyword: 'compensation',Staffing,DocumentList?docketId=ZTIo7L8ZIVIHQ_PLUS_jReMohhw==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
318,450297/2010,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - 1ST ALTERNATIVE MEDICAL STAFFING 24 INC,Workers' Compensation Board of the State of New York,1ST ALTERNATIVE MEDICAL STAFFING 24 INC,New York County Supreme Court Workers Comp App for Judgement,,03/16/2010,keyword: 'compensation',Staffing,DocumentList?docketId=htTcGfMWBtZqmLKV9OmahQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
319,450315/2012,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - TRINITY STAFFING SERVICES INC,Workers' Compensation Board of the State of New York,TRINITY STAFFING SERVICES INC,New York County Supreme Court Workers Comp App for Judgement,,03/02/2012,keyword: 'compensation',Staffing,DocumentList?docketId=WWHJY_PLUS_0USqGiZxiMyhirzg==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
320,450358/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs INDEED STAFFING LLC DBA INDEED STAFF,Workers' Compensation Board of the State of New York vs INDEED STAFFING LLC DBA INDEED STAFF,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,02/02/2023,keyword: 'compensation',Staffing,DocumentList?docketId=CrTwGueYhMJUdFsUckn4TA==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
321,450419/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs NORTHBRIDGE STAFFING GROUP INC DBA NORTH BRIDGE STAFFING,Workers' Compensation Board of the State of New York vs NORTHBRIDGE STAFFING GROUP INC DBA NORTH BRIDGE STAFFING,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,01/25/2024,keyword: 'compensation',Staffing,DocumentList?docketId=uk2xXrfJkyWoRZvaS9HVHg==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
322,450570/2022,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ADE TEMP STAFFING SERVICES INC,Workers' Compensation Board of the State of New York vs ADE TEMP STAFFING SERVICES INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,02/10/2022,keyword: 'compensation',Staffing,DocumentList?docketId=c_PLUS_oWvSZmrU/V7_PLUS_6xaCXkYg==&display=all&courtType=New York County Supreme Court&resultsPageNum=20
323,450741/2022,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. BARNDOG STAFFING INC; DAVID BARNER, PRESIDENT",Workers' Compensation Board of the State of New York,"BARNDOG STAFFING INC; DAVID BARNER, PRESIDENT",New York County Supreme Court Other Matters - Workers Comp App for Judgment,,02/28/2022,keyword: 'compensation',Staffing,DocumentList?docketId=SC1Fja9HT7eV6gT3m5eClQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
324,450766/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs DISTINCTION STAFFING AGENCY LLC,Workers' Compensation Board of the State of New York vs DISTINCTION STAFFING AGENCY LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,02/20/2025,keyword: 'compensation',Staffing,DocumentList?docketId=41ouOYJdoD6YAuIacqerrg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
325,450781/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - ISLAND STAFFING SERVICES LLC,Workers' Compensation Board of the State of New York,ISLAND STAFFING SERVICES LLC,New York County Supreme Court Workers Comp App for Judgement,,03/02/2017,keyword: 'compensation',Staffing,DocumentList?docketId=3VR8qYakQaGzg6kox1b5CA==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
326,450797/2010,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - TRI-DIAMOND STAFFING INC,Workers' Compensation Board of the State of New York,TRI-DIAMOND STAFFING INC,New York County Supreme Court Workers Comp App for Judgement,,07/16/2010,keyword: 'compensation',Staffing,DocumentList?docketId=iuJbsYBLvHsqjYyx/ACLkA==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
327,450799/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs CUP STAFFING INC,Workers' Compensation Board of the State of New York vs CUP STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,03/31/2009,keyword: 'compensation',Staffing,DocumentList?docketId=z3TD5hwMygBzBfp367rxoA==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
328,450896/2026,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs CASTLE STAFFING SOLUTIONS CORP,Workers' Compensation Board of the State of New York vs CASTLE STAFFING SOLUTIONS CORP,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,02/19/2026,keyword: 'compensation',Staffing,DocumentList?docketId=dJIIcPGYKnt7WvUb2Z6KUg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
329,450919/2007,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs PROGRESSIVE STAFFING & NURSING CONSULTANTS INC,Workers' Compensation Board of the State of New York vs PROGRESSIVE STAFFING & NURSING CONSULTANTS INC,,New York County Supreme Court Workers Comp App for Judgement,,09/10/2007,keyword: 'compensation',Staffing,DocumentList?docketId=vsOGO4OKa0gEoTrep2qK4w==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
330,450959/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs HOLT CREATIVE STAFFING,Workers' Compensation Board of the State of New York vs HOLT CREATIVE STAFFING,,New York County Supreme Court Workers Comp App for Judgement,,03/24/2008,keyword: 'compensation',Staffing,DocumentList?docketId=2D/7_PLUS_qfgE7ph4GfmJlN0Gg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
331,450973/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SRONKO MEDICAL STAFFING LLC,Workers' Compensation Board of the State of New York vs SRONKO MEDICAL STAFFING LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,04/06/2023,keyword: 'compensation',Staffing,DocumentList?docketId=uhzYfyWPGJfCX4HiFjHaxQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
332,451031/2022,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SYN STAFFING INC DBA SYNERGY FITNESS CLUBS,Workers' Compensation Board of the State of New York vs SYN STAFFING INC DBA SYNERGY FITNESS CLUBS,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,03/24/2022,keyword: 'compensation',Staffing,DocumentList?docketId=M21TLpFehOHj8f1V/5zwBg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
333,451067/2007,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs STAT HEALTH STAFFING INC,Workers' Compensation Board of the State of New York vs STAT HEALTH STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,09/27/2007,keyword: 'compensation',Staffing,DocumentList?docketId=FJOhipt_PLUS_Lb_PLUS_05dH5Y9Ykvg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
334,451154/2011,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - ORASIS STAFFING SOLUTIONS INC,Workers' Compensation Board of the State of New York,ORASIS STAFFING SOLUTIONS INC,New York County Supreme Court Workers Comp App for Judgement,,07/21/2011,keyword: 'compensation',Staffing,DocumentList?docketId=TL0xvDRirlVxv1D/WUbdVw==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
335,451182/2015,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - AVENUE A STAFFING INC,Workers' Compensation Board of the State of New York,AVENUE A STAFFING INC,New York County Supreme Court Workers Comp App for Judgement,,03/06/2015,keyword: 'compensation',Staffing,DocumentList?docketId=fFA1V7WgjWrpISFfLL/XbQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
336,451249/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. STAFFING 911 INC et al,Workers' Compensation Board of the State of New York,STAFFING 911 INC et al,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,03/25/2021,keyword: 'compensation',Staffing,DocumentList?docketId=HXj0I1pYe9WUiToZGeGqbw==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
337,451327/2011,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - PYRAMID STAFFING SERVICE INC,Workers' Compensation Board of the State of New York,PYRAMID STAFFING SERVICE INC,New York County Supreme Court Workers Comp App for Judgement,,09/02/2011,keyword: 'compensation',Staffing,DocumentList?docketId=4tWVmlGl_PLUS_s9ntQpbJDeLxg==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
338,451379/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs NURSFIRST STAFFING CORP,Workers' Compensation Board of the State of New York vs NURSFIRST STAFFING CORP,,New York County Supreme Court Workers Comp App for Judgement,,03/25/2008,keyword: 'compensation',Staffing,DocumentList?docketId=mC41QgYYnK5VHULWot2RTQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
339,451406/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs HC STAFFING INC,Workers' Compensation Board of the State of New York vs HC STAFFING INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,06/13/2023,keyword: 'compensation',Staffing,DocumentList?docketId=Sc20muXl7sJwAMc_PLUS_6ypO6w==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
340,451448/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SL STAFFING LLC,Workers' Compensation Board of the State of New York vs SL STAFFING LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,04/17/2025,keyword: 'compensation',Staffing,DocumentList?docketId=2OWJRDx/49VuZxlWKQoW9g==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
341,451451/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - PARAMOUNT EVENT STAFFING INC DBA STONE SECURITY SERVICE,Workers' Compensation Board of the State of New York,PARAMOUNT EVENT STAFFING INC DBA STONE SECURITY SERVICE,New York County Supreme Court Workers Comp App for Judgement,,05/04/2017,keyword: 'compensation',Staffing,DocumentList?docketId=99Z9geHUjuPAVmOFyHCxBA==&display=all&courtType=New York County Supreme Court&resultsPageNum=21
342,451494/2007,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs ESCALADE STAFFING INC,Workers' Compensation Board of the State of New York vs ESCALADE STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,11/05/2007,keyword: 'compensation',Staffing,DocumentList?docketId=Jnb0GHcCbzxylW9IAIdxgQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
343,451597/2011,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - TECHNOLOGY STAFFING PROFESSIONALS LLC,Workers' Compensation Board of the State of New York,TECHNOLOGY STAFFING PROFESSIONALS LLC,New York County Supreme Court Workers Comp App for Judgement,,12/22/2011,keyword: 'compensation',Staffing,DocumentList?docketId=smfDPbbFrLALLiFqvHTNSg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
344,451629/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs NY RESTAURANT STAFFING GROUP INC DBA CHAZZ PALMINTERI,Workers' Compensation Board of the State of New York vs NY RESTAURANT STAFFING GROUP INC DBA CHAZZ PALMINTERI,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,05/20/2021,keyword: 'compensation',Staffing,DocumentList?docketId=6UT6_PLUS_uDrxapAJO2Hwmu3GQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
